Group (L0),Level,Is Basic,New Primary Hierarchy,New Primary Category,New Display Name,Basic Level Category,Old Primary Hierarchy,Old Primary Category,Added,Renamed,Removed,Redirect To
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > food_beverage_distributor,food_beverage_distributor,Food Beverage Distributor,supplier_or_distributor,services_and_business > corporate_or_business_office > food_beverage_distributor,food_beverage_distributor,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > granite_supplier,granite_supplier,Granite Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > granite_supplier,granite_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > hotel_supply_service,hotel_supply_service,Hotel Supply Service,supplier_or_distributor,services_and_business > corporate_or_business_office > hotel_supply_service,hotel_supply_service,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > hvac_supplier,hvac_supplier,HVAC Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > hvac_supplier,hvac_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > hydraulic_equipment_supplier,hydraulic_equipment_supplier,Hydraulic Equipment Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > hydraulic_equipment_supplier,hydraulic_equipment_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > ice_supplier,ice_supplier,Ice Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > ice_supplier,ice_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > import_export_service,import_export_service,Import Export Service,supplier_or_distributor,services_and_business > business_to_business > import_export_service,import_export_service,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > supplier_or_distributor > import_export_service > exporter,exporter,Exporter,supplier_or_distributor,services_and_business > business_to_business > import_export_service > exporter,exporter,,,,
services_and_business,5,FALSE,services_and_business > b2b_service > supplier_or_distributor > import_export_service > exporter > food_and_beverage_exporter,food_and_beverage_exporter,Food and Beverage Exporter,supplier_or_distributor,services_and_business > business_to_business > import_export_service > exporter > food_and_beverage_exporter,food_and_beverage_exporter,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > supplier_or_distributor > import_export_service > importer,importer,Importer,supplier_or_distributor,services_and_business > business_to_business > import_export_service > importer,importer,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > laboratory_equipment_supplier,laboratory_equipment_supplier,Laboratory Equipment Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > laboratory_equipment_supplier,laboratory_equipment_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > metal_supplier,metal_supplier,Metal Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > metal_supplier,metal_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > pipe_supplier,pipe_supplier,Pipe Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > pipe_supplier,pipe_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > playground_equipment_supplier,playground_equipment_supplier,Playground Equipment Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > playground_equipment_supplier,playground_equipment_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > printing_equipment_supplier,printing_equipment_supplier,Printing Equipment Supplier,supplier_or_distributor,services_and_business > business_to_business > business_manufacturing_and_supply > printing_equipment_and_supply,printing_equipment_and_supply,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > propane_supplier,propane_supplier,Propane Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > propane_supplier,propane_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > restaurant_equipment_and_supply,restaurant_equipment_and_supply,Restaurant Equipment and Supply,supplier_or_distributor,services_and_business > business_to_business > business_equipment_and_supply > restaurant_equipment_and_supply,restaurant_equipment_and_supply,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > retaining_wall_supplier,retaining_wall_supplier,Retaining Wall Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > retaining_wall_supplier,retaining_wall_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > sand_and_gravel_supplier,sand_and_gravel_supplier,Sand and Gravel Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > sand_and_gravel_supplier,sand_and_gravel_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > scale_supplier,scale_supplier,Scale Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > scale_supplier,scale_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > seal_and_hanko_supplier,seal_and_hanko_supplier,Seal and Hanko Supplier,supplier_or_distributor,services_and_business > business_to_business > business_manufacturing_and_supply > seal_and_hanko_dealer,seal_and_hanko_dealer,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > spring_supplier,spring_supplier,Spring Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > spring_supplier,spring_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > stone_supplier,stone_supplier,Stone Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > stone_supplier,stone_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > tableware_supplier,tableware_supplier,Tableware Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > tableware_supplier,tableware_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > tent_house_supplier,tent_house_supplier,Tent House Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > tent_house_supplier,tent_house_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > thread_supplier,thread_supplier,Thread Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > thread_supplier,thread_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > vending_machine_supplier,vending_machine_supplier,Vending Machine Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > vending_machine_supplier,vending_machine_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > water_softening_equipment_supplier,water_softening_equipment_supplier,Water Softening Equipment Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > water_softening_equipment_supplier,water_softening_equipment_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > window_supplier,window_supplier,Window Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > window_supplier,window_supplier,,,,
services_and_business,2,TRUE,services_and_business > b2b_service > wholesaler,wholesaler,Wholesaler,wholesaler,services_and_business > business_to_business > wholesaler,wholesaler,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > wholesaler > computer_wholesaler,computer_wholesaler,Computer Wholesaler,wholesaler,services_and_business > business_to_business > wholesaler > computer_wholesaler,computer_wholesaler,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > wholesaler > electrical_wholesaler,electrical_wholesaler,Electrical Wholesaler,wholesaler,services_and_business > business_to_business > wholesaler > electrical_wholesaler,electrical_wholesaler,,,,
