New Primary Category,New Primary Hierarchy,Basic Level Category,Old Primary Category,Old Primary Hierarchy
shades_and_blinds,services_and_business > home_service > shades_and_blinds,home_service,shades_and_blinds,home_service > shades_and_blinds
shutters,services_and_business > home_service > shutters,home_service,shutters,home_service > shutters
siding,services_and_business > home_service > siding,home_service,siding,home_service > siding
solar_installation,services_and_business > home_service > solar_installation,home_service,solar_installation,home_service > solar_installation
solar_panel_cleaning,services_and_business > home_service > solar_panel_cleaning,home_service,solar_panel_cleaning,home_service > solar_panel_cleaning
structural_engineer,services_and_business > home_service > structural_engineer,home_service,structural_engineer,home_service > structural_engineer
stucco_service,services_and_business > home_service > stucco_service,home_service,stucco_services,home_service > stucco_services
television_service_provider,services_and_business > home_service > television_service_provider,home_service,television_service_providers,home_service > television_service_providers
tiling,services_and_business > home_service > tiling,home_service,tiling,home_service > tiling
wallpaper_installer,services_and_business > home_service > wallpaper_installer,home_service,wallpaper_installers,home_service > wallpaper_installers
washer_and_dryer_repair_service,services_and_business > home_service > washer_and_dryer_repair_service,applicance_repair_service,washer_and_dryer_repair_service,home_service > washer_and_dryer_repair_service
water_heater_installation_repair,services_and_business > home_service > water_heater_installation_repair,applicance_repair_service,water_heater_installation_repair,home_service > water_heater_installation_repair
water_purification_service,services_and_business > home_service > water_purification_service,home_service,water_purification_services,home_service > water_purification_services
waterproofing,services_and_business > home_service > waterproofing,home_service,waterproofing,home_service > waterproofing
window_washing,services_and_business > home_service > window_washing,home_service,window_washing,home_service > window_washing
windows_installation,services_and_business > home_service > windows_installation,home_service,windows_installation,home_service > windows_installation
skylight_installation,services_and_business > home_service > windows_installation > skylight_installation,home_service,skylight_installation,home_service > windows_installation > skylight_installation
media_and_news,services_and_business > media_and_news,media_service,mass_media,mass_media
media_critic,services_and_business > media_and_news > media_critic,media_service,media_critic,mass_media > media_critic
movie_critic,services_and_business > media_and_news > media_critic > movie_critic,media_service,movie_critic,mass_media > media_critic > movie_critic
music_critic,services_and_business > media_and_news > media_critic > music_critic,media_service,music_critic,mass_media > media_critic > music_critic
video_game_critic,services_and_business > media_and_news > media_critic > video_game_critic,media_service,video_game_critic,mass_media > media_critic > video_game_critic
media_news_company,services_and_business > media_and_news > media_news_company,media_service,media_news_company,mass_media > media_news_company
animation_studio,services_and_business > media_and_news > media_news_company > animation_studio,media_service,animation_studio,mass_media > media_news_company > animation_studio
book_magazine_distribution,services_and_business > media_and_news > media_news_company > book_magazine_distribution,print_media_service,book_magazine_distribution,mass_media > media_news_company > book_magazine_distribution
broadcasting_media_production,services_and_business > media_and_news > media_news_company > broadcasting_media_production,media_service,broadcasting_media_production,mass_media > media_news_company > broadcasting_media_production
game_publisher,services_and_business > media_and_news > media_news_company > game_publisher,media_service,game_publisher,mass_media > media_news_company > game_publisher
media_agency,services_and_business > media_and_news > media_news_company > media_agency,media_service,media_agency,mass_media > media_news_company > media_agency
movie_television_studio,services_and_business > media_and_news > media_news_company > movie_television_studio,media_service,movie_television_studio,mass_media > media_news_company > movie_television_studio
music_production,services_and_business > media_and_news > media_news_company > music_production,music_production_service,music_production,mass_media > media_news_company > music_production
radio_station,services_and_business > media_and_news > media_news_company > radio_station,radio_station,radio_station,mass_media > media_news_company > radio_station
social_media_company,services_and_business > media_and_news > media_news_company > social_media_company,media_service,social_media_company,mass_media > media_news_company > social_media_company
