Basic hierarchy,Basic label,Modified,Remove from V1,Match type,Overture label,Overture hierarchy
Recreational location > Sport or fitness facility > Golf course,golf_course,,,EXACT,golf_course,active_life > sports_and_recreation_venue > golf_course
Recreational location > Sport or fitness facility > Gym,gym,,,EXACT,gym,active_life > sports_and_recreation_venue > gym
Recreational location > Sport or fitness facility > Pool hall,pool_hall,,,EXACT,pool_billiards,active_life > sports_and_recreation_venue > pool_billiards
Recreational location > Sport or fitness facility > Pool hall,pool_hall,,,EXACT,pool_hall,active_life > sports_and_recreation_venue > pool_billiards > pool_hall
Recreational location > Sport or fitness facility > Race track,race_track,,,NARROWER,horse_racing_track,active_life > sports_and_recreation_venue > horse_riding > horse_racing_track
Recreational location > Sport or fitness facility > Race track,race_track,,,EXACT,race_track,active_life > sports_and_recreation_venue > race_track
Recreational location > Sport or fitness facility > Shooting range,shooting_range,,,NARROWER,archery_range,active_life > sports_and_recreation_venue > archery_range
Recreational location > Sport or fitness facility > Shooting range,shooting_range,,,EXACT,shooting_range,active_life > sports_and_recreation_venue > shooting_range
Recreational location > Sport or fitness facility > Skate park,skate_park,,,EXACT,skate_park,active_life > sports_and_recreation_venue > skate_park
Recreational location > Sport or fitness facility > Skating rink,skating_rink,,,NARROWER,ice_skating_rink,active_life > sports_and_recreation_venue > skating_rink > ice_skating_rink
Recreational location > Sport or fitness facility > Skating rink,skating_rink,,,NARROWER,roller_skating_rink,active_life > sports_and_recreation_venue > skating_rink > roller_skating_rink
Recreational location > Sport or fitness facility > Skating rink,skating_rink,,,EXACT,skating_rink,active_life > sports_and_recreation_venue > skating_rink
Recreational location > Sport or fitness facility > Sport court,sport_court,,,NARROWER,badminton_court,active_life > sports_and_recreation_venue > badminton_court
Recreational location > Sport or fitness facility > Sport court,sport_court,,,NARROWER,basketball_court,active_life > sports_and_recreation_venue > basketball_court
Recreational location > Sport or fitness facility > Sport court,sport_court,,,NARROWER,beach_volleyball_court,active_life > sports_and_recreation_venue > beach_volleyball_court
Recreational location > Sport or fitness facility > Sport court,sport_court,,,NARROWER,bocce_ball_court,active_life > sports_and_recreation_venue > bocce_ball_court
Recreational location > Sport or fitness facility > Sport court,sport_court,,,NARROWER,handball_court,active_life > sports_and_recreation_venue > handball_court
Recreational location > Sport or fitness facility > Sport court,sport_court,,,NARROWER,racquetball_court,active_life > sports_and_recreation_venue > racquetball_court
Recreational location > Sport or fitness facility > Sport court,sport_court,,,NARROWER,squash_court,active_life > sports_and_recreation_venue > squash_court
Recreational location > Sport or fitness facility > Sport court,sport_court,,,NARROWER,tennis_court,active_life > sports_and_recreation_venue > tennis_court
Recreational location > Sport or fitness facility > Sport court,sport_court,,,NARROWER,volleyball_court,active_life > sports_and_recreation_venue > volleyball_court
Recreational location > Sport or fitness facility > Sport field,sport_field,,,NARROWER,airsoft_fields,active_life > sports_and_recreation_venue > airsoft_fields
Recreational location > Sport or fitness facility > Sport field,sport_field,,,NARROWER,american_football_field,active_life > sports_and_recreation_venue > american_football_field
Recreational location > Sport or fitness facility > Sport field,sport_field,,,NARROWER,baseball_field,active_life > sports_and_recreation_venue > baseball_field
Recreational location > Sport or fitness facility > Sport field,sport_field,,,NARROWER,bubble_soccer_field,active_life > sports_and_recreation_venue > bubble_soccer_field
Recreational location > Sport or fitness facility > Sport field,sport_field,,,NARROWER,disc_golf_course,active_life > sports_and_recreation_venue > disc_golf_course
Recreational location > Sport or fitness facility > Sport field,sport_field,,,NARROWER,futsal_field,active_life > sports_and_recreation_venue > futsal_field
Recreational location > Sport or fitness facility > Sport field,sport_field,,,NARROWER,hockey_field,active_life > sports_and_recreation_venue > hockey_field
Recreational location > Sport or fitness facility > Sport field,sport_field,,,NARROWER,rugby_pitch,active_life > sports_and_recreation_venue > rugby_pitch
Recreational location > Sport or fitness facility > Sport field,sport_field,,,NARROWER,soccer_field,active_life > sports_and_recreation_venue > soccer_field
Recreational location > Sport or fitness facility > Swimming pool,swimming_pool,,,NARROWER,swimming_instructor,active_life > sports_and_fitness_instruction > swimming_instructor
Recreational location > Sport or fitness facility > Swimming pool,swimming_pool,,,EXACT,swimming_pool,active_life > sports_and_recreation_venue > swimming_pool
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,beach_volleyball_club,active_life > sports_club_and_league > beach_volleyball_club
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,boxing_club,active_life > sports_and_fitness_instruction > boxing_club
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,fencing_club,active_life > sports_club_and_league > fencing_club
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,fishing_club,active_life > sports_club_and_league > fishing_club
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,football_club,active_life > sports_club_and_league > football_club
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,go_kart_club,active_life > sports_club_and_league > go_kart_club
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,gymnastics_club,active_life > sports_club_and_league > gymnastics_club
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,lawn_bowling_club,active_life > sports_club_and_league > lawn_bowling_club
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,nudist_clubs,active_life > sports_club_and_league > nudist_clubs
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,paddle_tennis_club,active_life > sports_club_and_league > paddle_tennis_club
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,rowing_club,active_life > sports_club_and_league > rowing_club
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,sailing_club,active_life > sports_club_and_league > sailing_club
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,soccer_club,active_life > sports_club_and_league > soccer_club
Recreational location > Sport or recreation club,sport_recreation_club,,,CLOSE,sports_club_and_league,active_life > sports_club_and_league
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,surf_lifesaving_club,active_life > sports_club_and_league > surf_lifesaving_club
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,table_tennis_club,active_life > sports_club_and_league > table_tennis_club
Recreational location > Sport or recreation club,sport_recreation_club,,,NARROWER,volleyball_club,active_life > sports_club_and_league > volleyball_club
Recreational location > Sport or recreation club > Golf club,golf_club,,,EXACT,golf_club,active_life > sports_club_and_league > golf_club
Recreational location > Sport or recreation club > Martial arts club,martial_arts_club,,,NARROWER,brazilian_jiu_jitsu_club,active_life > sports_club_and_league > martial_arts_club > brazilian_jiu_jitsu_club
Recreational location > Sport or recreation club > Martial arts club,martial_arts_club,,,NARROWER,chinese_martial_arts_club,active_life > sports_club_and_league > martial_arts_club > chinese_martial_arts_club
Recreational location > Sport or recreation club > Martial arts club,martial_arts_club,,,NARROWER,karate_club,active_life > sports_club_and_league > martial_arts_club > karate_club
Recreational location > Sport or recreation club > Martial arts club,martial_arts_club,,,NARROWER,kickboxing_club,active_life > sports_club_and_league > martial_arts_club > kickboxing_club
Recreational location > Sport or recreation club > Martial arts club,martial_arts_club,,,EXACT,martial_arts_club,active_life > sports_club_and_league > martial_arts_club
Recreational location > Sport or recreation club > Martial arts club,martial_arts_club,,,NARROWER,muay_thai_club,active_life > sports_club_and_league > martial_arts_club > muay_thai_club
Recreational location > Sport or recreation club > Martial arts club,martial_arts_club,,,NARROWER,taekwondo_club,active_life > sports_club_and_league > martial_arts_club > taekwondo_club
Recreational location > Sport team,sport_team,,,NARROWER,esports_team,active_life > sports_club_and_league > esports_team
Recreational location > Sport team > Amatuer sport team,amateur_sport_team,,,EXACT,amateur_sports_team,active_life > sports_club_and_league > amateur_sports_team
Recreational location > Sport team > Pro sport team,pro_sport_team,,,EXACT,professional_sports_team,active_life > sports_club_and_league > professional_sports_team
Recreational location > Sport team > School sport team,school_sport_team,,,EXACT,school_sports_team,active_life > sports_club_and_league > school_sports_team
Retail location,retail_location,,,NARROWER,outlet_store,retail > shopping > outlet_store
Retail location,retail_location,,,NARROWER,pop_up_shop,retail > shopping > pop_up_shop
Retail location,retail_location,,,NARROWER,public_market,retail > shopping > public_market
Retail location,retail_location,,,CLOSE,retail,retail
Retail location,retail_location,,,CLOSE,shopping,retail > shopping
Retail location,retail_location,,,NARROWER,shopping_passage,retail > shopping > shopping_passage
Retail location,retail_location,,,NARROWER,superstore,retail > shopping > superstore
Retail location > Convenience store,convenience_store,,,EXACT,convenience_store,retail > shopping > convenience_store
Retail location > Department store,department_store,,,EXACT,department_store,retail > shopping > department_store
Retail location > Discount store,discount_store,,,EXACT,discount_store,retail > shopping > discount_store
